ball_x,ball_y,ball_direction_x,ball_direction_y,paddle_y
402,296,1,-1,213
405,294,1,-1,213
408,292,1,-1,213
411,290,1,-1,213
414,288,1,-1,213
417,286,1,-1,213
420,284,1,-1,213
423,282,1,-1,213
426,280,1,-1,213
429,278,1,-1,213
432,276,1,-1,213
435,274,1,-1,213
438,272,1,-1,213
441,270,1,-1,213
444,268,1,-1,213
447,266,1,-1,213
450,264,1,-1,213
453,262,1,-1,213
456,260,1,-1,213
459,258,1,-1,213
462,256,1,-1,213
465,254,1,-1,213
468,252,1,-1,213
471,250,1,-1,213
474,248,1,-1,213
477,246,1,-1,213
480,244,1,-1,213
483,242,1,-1,213
486,240,1,-1,211
489,238,1,-1,209
492,236,1,-1,207
495,234,1,-1,205
498,232,1,-1,203
501,230,1,-1,201
504,228,1,-1,199
507,226,1,-1,197
510,224,1,-1,195
513,222,1,-1,193
516,220,1,-1,191
519,218,1,-1,189
522,216,1,-1,187
525,214,1,-1,185
528,212,1,-1,183
531,210,1,-1,181
534,208,1,-1,181
537,206,1,-1,181
540,204,1,-1,181
543,202,1,-1,181
546,200,1,-1,181
549,198,1,-1,179
552,196,1,-1,177
555,194,1,-1,175
558,192,1,-1,173
561,190,1,-1,171
564,188,1,-1,169
567,186,1,-1,167
570,184,1,-1,165
573,182,1,-1,163
576,180,1,-1,161
579,178,1,-1,159
582,176,1,-1,157
585,174,1,-1,155
588,172,1,-1,153
591,170,1,-1,151
594,168,1,-1,149
597,166,1,-1,147
600,164,1,-1,145
603,162,1,-1,143
606,160,1,-1,141
609,158,1,-1,139
612,156,1,-1,137
615,154,1,-1,135
618,152,1,-1,133
621,150,1,-1,131
624,148,1,-1,129
627,146,1,-1,127
630,144,1,-1,125
627,142,-1,-1,123
624,140,-1,-1,121
621,138,-1,-1,119
618,136,-1,-1,117
615,134,-1,-1,115
612,132,-1,-1,113
609,130,-1,-1,111
606,128,-1,-1,109
603,126,-1,-1,107
600,124,-1,-1,105
597,122,-1,-1,103
594,120,-1,-1,101
591,118,-1,-1,101
588,116,-1,-1,101
585,114,-1,-1,101
582,112,-1,-1,101
579,110,-1,-1,101
576,108,-1,-1,101
573,106,-1,-1,101
570,104,-1,-1,101
567,102,-1,-1,101
564,100,-1,-1,101
561,98,-1,-1,101
558,96,-1,-1,101
555,94,-1,-1,101
552,92,-1,-1,101
549,90,-1,-1,101
546,88,-1,-1,101
543,86,-1,-1,101
540,84,-1,-1,101
537,82,-1,-1,101
534,80,-1,-1,101
531,78,-1,-1,101
528,76,-1,-1,101
525,74,-1,-1,101
522,72,-1,-1,101
519,70,-1,-1,101
516,68,-1,-1,101
513,66,-1,-1,101
510,64,-1,-1,101
507,62,-1,-1,101
504,60,-1,-1,101
501,58,-1,-1,101
498,56,-1,-1,101
495,54,-1,-1,101
492,52,-1,-1,101
489,50,-1,-1,101
486,48,-1,-1,101
483,46,-1,-1,101
480,44,-1,-1,101
477,42,-1,-1,101
474,40,-1,-1,101
471,38,-1,-1,101
468,36,-1,-1,101
465,34,-1,-1,101
462,32,-1,-1,101
459,30,-1,-1,101
456,28,-1,-1,101
453,26,-1,-1,101
450,24,-1,-1,101
447,22,-1,-1,101
444,20,-1,-1,101
441,18,-1,-1,101
438,16,-1,-1,101
435,14,-1,-1,101
432,16,-1,1,101
429,18,-1,1,101
426,20,-1,1,101
423,22,-1,1,101
420,24,-1,1,101
417,26,-1,1,101
414,28,-1,1,101
411,30,-1,1,101
408,32,-1,1,101
405,34,-1,1,101
402,36,-1,1,101
399,38,-1,1,101
396,40,-1,1,101
393,42,-1,1,101
390,44,-1,1,101
387,46,-1,1,101
384,48,-1,1,101
381,50,-1,1,101
378,52,-1,1,101
375,54,-1,1,101
372,56,-1,1,101
369,58,-1,1,101
366,60,-1,1,101
363,62,-1,1,101
360,64,-1,1,101
357,66,-1,1,101
354,68,-1,1,101
351,70,-1,1,101
348,72,-1,1,101
345,74,-1,1,101
342,76,-1,1,101
339,78,-1,1,101
336,80,-1,1,101
333,82,-1,1,101
330,84,-1,1,101
327,86,-1,1,101
324,88,-1,1,101
321,90,-1,1,101
318,92,-1,1,101
315,94,-1,1,101
312,96,-1,1,101
309,98,-1,1,101
306,100,-1,1,101
303,102,-1,1,101
300,104,-1,1,101
297,106,-1,1,101
294,108,-1,1,101
291,110,-1,1,101
288,112,-1,1,101
285,114,-1,1,101
282,116,-1,1,101
279,118,-1,1,101
276,120,-1,1,101
273,122,-1,1,101
270,124,-1,1,101
267,126,-1,1,101
264,128,-1,1,101
261,130,-1,1,101
258,132,-1,1,101
255,134,-1,1,101
252,136,-1,1,101
249,138,-1,1,101
246,140,-1,1,101
243,142,-1,1,101
240,144,-1,1,101
237,146,-1,1,101
234,148,-1,1,101
231,150,-1,1,101
228,152,-1,1,101
225,154,-1,1,101
222,156,-1,1,101
219,158,-1,1,101
216,160,-1,1,101
213,162,-1,1,101
210,164,-1,1,101
207,166,-1,1,101
204,168,-1,1,101
201,170,-1,1,101
198,172,-1,1,101
195,174,-1,1,101
192,176,-1,1,101
189,178,-1,1,101
186,180,-1,1,101
183,182,-1,1,101
180,184,-1,1,101
177,186,-1,1,101
174,188,-1,1,101
171,190,-1,1,101
168,192,-1,1,101
165,194,-1,1,101
162,196,-1,1,101
159,198,-1,1,101
156,200,-1,1,101
153,202,-1,1,101
150,204,-1,1,101
147,206,-1,1,101
144,208,-1,1,101
141,210,-1,1,101
138,212,-1,1,101
135,214,-1,1,101
132,216,-1,1,101
129,218,-1,1,101
126,220,-1,1,101
123,222,-1,1,101
120,224,-1,1,101
117,226,-1,1,101
114,228,-1,1,101
111,230,-1,1,101
108,232,-1,1,101
105,234,-1,1,101
102,236,-1,1,101
99,238,-1,1,101
96,240,-1,1,101
93,242,-1,1,101
90,244,-1,1,101
87,246,-1,1,101
84,248,-1,1,101
81,250,-1,1,101
78,252,-1,1,101
75,254,-1,1,101
72,256,-1,1,101
69,258,-1,1,101
66,260,-1,1,101
63,262,-1,1,101
60,264,-1,1,101
57,266,-1,1,101
54,268,-1,1,101
51,270,-1,1,103
48,272,-1,1,105
45,274,-1,1,107
42,276,-1,1,109
39,278,-1,1,111
36,280,-1,1,113
33,282,-1,1,115
30,284,-1,1,117
27,286,-1,1,119
24,288,-1,1,121
21,290,-1,1,123
18,292,-1,1,125
15,294,-1,1,127
18,296,1,1,129
21,298,1,1,131
24,300,1,1,133
27,302,1,1,135
30,304,1,1,137
33,306,1,1,139
36,308,1,1,141
39,310,1,1,143
42,312,1,1,145
45,314,1,1,145
48,316,1,1,145
51,318,1,1,145
54,320,1,1,145
57,322,1,1,145
60,324,1,1,145
63,326,1,1,145
66,328,1,1,145
69,330,1,1,145
72,332,1,1,145
75,334,1,1,145
78,336,1,1,145
81,338,1,1,145
84,340,1,1,145
87,342,1,1,145
90,344,1,1,145
93,346,1,1,145
96,348,1,1,145
99,350,1,1,145
102,352,1,1,145
105,354,1,1,147
108,356,1,1,149
111,358,1,1,151
114,360,1,1,153
117,362,1,1,155
120,364,1,1,157
123,366,1,1,159
126,368,1,1,161
129,370,1,1,163
132,372,1,1,165
135,374,1,1,167
138,376,1,1,169
141,378,1,1,171
144,380,1,1,173
147,382,1,1,175
150,384,1,1,177
153,386,1,1,179
156,388,1,1,181
159,390,1,1,183
162,392,1,1,185
165,394,1,1,187
168,396,1,1,189
171,398,1,1,191
174,400,1,1,193
177,402,1,1,195
180,404,1,1,197
183,406,1,1,199
186,408,1,1,201
189,410,1,1,203
192,412,1,1,205
195,414,1,1,207
198,416,1,1,209
201,418,1,1,211
204,420,1,1,213
207,422,1,1,215
210,424,1,1,217
213,426,1,1,219
216,428,1,1,221
219,430,1,1,223
222,432,1,1,225
225,434,1,1,227
228,436,1,1,229
231,438,1,1,231
234,440,1,1,233
237,442,1,1,235
240,444,1,1,237
243,446,1,1,239
246,448,1,1,241
249,450,1,1,243
252,452,1,1,245
255,454,1,1,247
258,456,1,1,249
261,458,1,1,251
264,460,1,1,253
267,462,1,1,255
270,464,1,1,257
273,466,1,1,259
276,464,1,-1,261
279,462,1,-1,263
282,460,1,-1,265
285,458,1,-1,267
288,456,1,-1,269
291,454,1,-1,271
294,452,1,-1,273
297,450,1,-1,275
300,448,1,-1,277
303,446,1,-1,279
306,444,1,-1,281
309,442,1,-1,283
312,440,1,-1,285
315,438,1,-1,287
318,436,1,-1,289
321,434,1,-1,291
324,432,1,-1,293
327,430,1,-1,293
330,428,1,-1,293
333,426,1,-1,293
336,424,1,-1,293
339,422,1,-1,293
342,420,1,-1,293
345,418,1,-1,293
348,416,1,-1,293
351,414,1,-1,293
354,412,1,-1,293
357,410,1,-1,293
360,408,1,-1,293
363,406,1,-1,293
366,404,1,-1,293
369,402,1,-1,293
372,400,1,-1,293
375,398,1,-1,293
378,396,1,-1,293
381,394,1,-1,293
384,392,1,-1,293
387,390,1,-1,293
390,388,1,-1,293
393,386,1,-1,293
396,384,1,-1,293
399,382,1,-1,293
402,380,1,-1,293
405,378,1,-1,293
408,376,1,-1,293
411,374,1,-1,293
414,372,1,-1,293
417,370,1,-1,293
420,368,1,-1,293
423,366,1,-1,293
426,364,1,-1,293
429,362,1,-1,293
432,360,1,-1,293
435,358,1,-1,293
438,356,1,-1,293
441,354,1,-1,293
444,352,1,-1,293
447,350,1,-1,293
450,348,1,-1,293
453,346,1,-1,293
456,344,1,-1,293
459,342,1,-1,293
462,340,1,-1,293
465,338,1,-1,293
468,336,1,-1,293
471,334,1,-1,291
474,332,1,-1,289
477,330,1,-1,287
480,328,1,-1,285
483,326,1,-1,283
486,324,1,-1,281
489,322,1,-1,279
492,320,1,-1,277
495,318,1,-1,275
498,316,1,-1,273
501,314,1,-1,271
504,312,1,-1,269
507,310,1,-1,267
510,308,1,-1,265
513,306,1,-1,263
516,304,1,-1,261
519,302,1,-1,259
522,300,1,-1,257
525,298,1,-1,255
528,296,1,-1,253
531,294,1,-1,251
534,292,1,-1,251
537,290,1,-1,251
540,288,1,-1,251
543,286,1,-1,251
546,284,1,-1,251
549,282,1,-1,251
552,280,1,-1,249
555,278,1,-1,247
558,276,1,-1,245
561,274,1,-1,243
564,272,1,-1,241
567,270,1,-1,239
570,268,1,-1,237
573,266,1,-1,235
576,264,1,-1,233
579,262,1,-1,231
582,260,1,-1,229
585,258,1,-1,227
588,256,1,-1,225
591,254,1,-1,223
594,252,1,-1,221
597,250,1,-1,219
600,248,1,-1,217
603,246,1,-1,215
606,244,1,-1,213
609,242,1,-1,211
612,240,1,-1,209
615,238,1,-1,207
618,236,1,-1,205
621,234,1,-1,203
624,232,1,-1,201
627,230,1,-1,199
630,228,1,-1,197
627,226,-1,-1,195
624,224,-1,-1,193
621,222,-1,-1,191
618,220,-1,-1,189
615,218,-1,-1,187
612,216,-1,-1,185
609,214,-1,-1,183
606,212,-1,-1,181
603,210,-1,-1,179
600,208,-1,-1,177
597,206,-1,-1,175
594,204,-1,-1,173
591,202,-1,-1,171
588,200,-1,-1,169
585,198,-1,-1,167
582,196,-1,-1,165
579,194,-1,-1,163
576,192,-1,-1,161
573,190,-1,-1,159
570,188,-1,-1,157
567,186,-1,-1,155
564,184,-1,-1,153
561,182,-1,-1,151
558,180,-1,-1,149
555,178,-1,-1,147
552,176,-1,-1,145
549,174,-1,-1,145
546,172,-1,-1,145
543,170,-1,-1,145
540,168,-1,-1,145
537,166,-1,-1,145
534,164,-1,-1,145
531,162,-1,-1,145
528,160,-1,-1,145
525,158,-1,-1,145
522,156,-1,-1,145
519,154,-1,-1,145
516,152,-1,-1,145
513,150,-1,-1,145
510,148,-1,-1,145
507,146,-1,-1,145
504,144,-1,-1,145
501,142,-1,-1,145
498,140,-1,-1,145
495,138,-1,-1,145
492,136,-1,-1,145
489,134,-1,-1,145
486,132,-1,-1,145
483,130,-1,-1,145
480,128,-1,-1,145
477,126,-1,-1,145
474,124,-1,-1,145
471,122,-1,-1,145
468,120,-1,-1,145
465,118,-1,-1,145
462,116,-1,-1,145
459,114,-1,-1,145
456,112,-1,-1,145
453,110,-1,-1,145
450,108,-1,-1,145
447,106,-1,-1,145
444,104,-1,-1,145
441,102,-1,-1,145
438,100,-1,-1,147
435,98,-1,-1,149
432,96,-1,-1,151
429,94,-1,-1,153
426,92,-1,-1,155
423,90,-1,-1,157
420,88,-1,-1,159
417,86,-1,-1,161
414,84,-1,-1,163
411,82,-1,-1,163
408,80,-1,-1,163
405,78,-1,-1,163
402,76,-1,-1,163
399,74,-1,-1,163
396,72,-1,-1,163
393,70,-1,-1,163
390,68,-1,-1,163
387,66,-1,-1,163
384,64,-1,-1,163
381,62,-1,-1,163
378,60,-1,-1,163
375,58,-1,-1,163
372,56,-1,-1,163
369,54,-1,-1,163
366,52,-1,-1,163
363,50,-1,-1,163
360,48,-1,-1,163
357,46,-1,-1,163
354,44,-1,-1,163
351,42,-1,-1,163
348,40,-1,-1,163
345,38,-1,-1,163
342,36,-1,-1,163
339,34,-1,-1,163
336,32,-1,-1,163
333,30,-1,-1,163
330,28,-1,-1,163
327,26,-1,-1,163
324,24,-1,-1,163
321,22,-1,-1,163
318,20,-1,-1,163
315,18,-1,-1,163
312,16,-1,-1,163
309,14,-1,-1,163
306,16,-1,1,163
303,18,-1,1,163
300,20,-1,1,163
297,22,-1,1,163
294,24,-1,1,163
291,26,-1,1,163
288,28,-1,1,163
285,30,-1,1,163
282,32,-1,1,163
279,34,-1,1,163
276,36,-1,1,163
273,38,-1,1,163
270,40,-1,1,163
267,42,-1,1,163
264,44,-1,1,163
261,46,-1,1,163
258,48,-1,1,163
255,50,-1,1,163
252,52,-1,1,163
249,54,-1,1,163
246,56,-1,1,163
243,58,-1,1,163
240,60,-1,1,163
237,62,-1,1,163
234,64,-1,1,163
231,66,-1,1,163
228,68,-1,1,163
225,70,-1,1,163
222,72,-1,1,163
219,74,-1,1,163
216,76,-1,1,163
213,78,-1,1,163
210,80,-1,1,163
207,82,-1,1,163
204,84,-1,1,163
201,86,-1,1,163
198,88,-1,1,163
195,90,-1,1,163
192,92,-1,1,163
189,94,-1,1,163
186,96,-1,1,163
183,98,-1,1,163
180,100,-1,1,163
177,102,-1,1,163
174,104,-1,1,163
171,106,-1,1,163
168,108,-1,1,163
165,110,-1,1,163
162,112,-1,1,163
159,114,-1,1,163
156,116,-1,1,163
153,118,-1,1,163
150,120,-1,1,163
147,122,-1,1,163
144,124,-1,1,163
141,126,-1,1,163
138,128,-1,1,163
135,130,-1,1,163
132,132,-1,1,163
129,134,-1,1,163
126,136,-1,1,163
123,138,-1,1,163
120,140,-1,1,163
117,142,-1,1,163
114,144,-1,1,163
111,146,-1,1,163
108,148,-1,1,163
105,150,-1,1,163
102,152,-1,1,163
99,154,-1,1,163
96,156,-1,1,163
93,158,-1,1,163
90,160,-1,1,163
87,162,-1,1,163
84,164,-1,1,163
81,166,-1,1,163
78,168,-1,1,163
75,170,-1,1,163
72,172,-1,1,163
69,174,-1,1,163
66,176,-1,1,163
63,178,-1,1,163
60,180,-1,1,163
57,182,-1,1,163
54,184,-1,1,163
51,186,-1,1,163
48,188,-1,1,163
45,190,-1,1,163
42,192,-1,1,163
39,194,-1,1,163
36,196,-1,1,163
33,198,-1,1,163
30,200,-1,1,163
27,202,-1,1,163
24,204,-1,1,163
21,206,-1,1,163
18,208,-1,1,163
15,210,-1,1,163
18,212,1,1,163
21,214,1,1,163
24,216,1,1,163
27,218,1,1,163
30,220,1,1,163
33,222,1,1,163
36,224,1,1,163
39,226,1,1,163
42,228,1,1,163
45,230,1,1,163
48,232,1,1,163
51,234,1,1,163
54,236,1,1,163
57,238,1,1,163
60,240,1,1,163
63,242,1,1,163
66,244,1,1,163
69,246,1,1,163
72,248,1,1,163
75,250,1,1,163
78,252,1,1,163
81,254,1,1,163
84,256,1,1,163
87,258,1,1,163
90,260,1,1,163
93,262,1,1,163
96,264,1,1,165
99,266,1,1,167
102,268,1,1,169
105,270,1,1,171
108,272,1,1,173
111,274,1,1,175
114,276,1,1,177
117,278,1,1,179
120,280,1,1,181
123,282,1,1,183
126,284,1,1,185
129,286,1,1,187
132,288,1,1,189
135,290,1,1,191
138,292,1,1,193
141,294,1,1,195
144,296,1,1,197
147,298,1,1,199
150,300,1,1,201
153,302,1,1,203
156,304,1,1,205
159,306,1,1,207
162,308,1,1,209
165,310,1,1,211
168,312,1,1,213
171,314,1,1,215
174,316,1,1,217
177,318,1,1,219
180,320,1,1,221
183,322,1,1,223
186,324,1,1,225
189,326,1,1,227
192,328,1,1,229
195,330,1,1,231
198,332,1,1,233
201,334,1,1,235
204,336,1,1,237
207,338,1,1,239
210,340,1,1,241
213,342,1,1,243
216,344,1,1,245
219,346,1,1,247
222,348,1,1,249
225,350,1,1,251
228,352,1,1,253
231,354,1,1,255
234,356,1,1,257
237,358,1,1,259
240,360,1,1,261
243,362,1,1,263
246,364,1,1,265
249,366,1,1,267
252,368,1,1,269
255,370,1,1,271
258,372,1,1,273
261,374,1,1,275
264,376,1,1,277
267,378,1,1,279
270,380,1,1,281
273,382,1,1,283
276,384,1,1,285
279,386,1,1,287
282,388,1,1,289
285,390,1,1,291
288,392,1,1,293
291,394,1,1,295
294,396,1,1,297
297,398,1,1,299
300,400,1,1,301
303,402,1,1,303
306,404,1,1,305
309,406,1,1,307
312,408,1,1,309
315,410,1,1,311
318,412,1,1,313
321,414,1,1,315
324,416,1,1,317
327,418,1,1,319
330,420,1,1,319
333,422,1,1,319
336,424,1,1,319
339,426,1,1,319
342,428,1,1,319
345,430,1,1,319
348,432,1,1,319
351,434,1,1,319
354,436,1,1,319
357,438,1,1,319
360,440,1,1,319
363,442,1,1,319
